State,APMC,Commodity,Min Price,Modal Price,Max Price,Commodity Arrivals,Commodity Traded,Unit,Date
RAJASTHAN,AJMER F AND V,ARBI (COLACASIA),"1,804","1,902","1,902",18,25,Qui,23-09-2024
RAJASTHAN,BARAN,CHANA (BENGAL GRAM),"7,375","7,375","7,375",25,25,Qui,23-09-2024
RAJASTHAN,BARISADRI,CHANA (BENGAL GRAM),"7,250","7,250","7,250",35,25,Qui,23-09-2024
RAJASTHAN,BARMER,BANANA,"1,525","2,025","2,025",25,25,Qui,23-09-2024
RAJASTHAN,BARMER,BRINJAL,"1,120","1,320","1,320",25,25,Qui,23-09-2024
RAJASTHAN,BHINMAL,POTATO,"1,600","1,600","1,600",25,25,Qui,23-09-2024
RAJASTHAN,CHAKSU,BAJRA,"2,200","2,351","2,351",385,25,Qui,23-09-2024
RAJASTHAN,CHOMU F AND V,BHINDI (LADIES FINGER),"2,650","2,650","2,650",35,25,Qui,23-09-2024
RAJASTHAN,NOHAR,GROUND NUT,"4,105","4,105","4,105",124,25,Qui,23-09-2024
RAJASTHAN,RAISINGHNAGAR,GUAR SEEDS,"5,162","5,162","5,190",25,25,Qui,23-09-2024
RAJASTHAN,RIDMALSAR,GUAR SEEDS,"4,775","4,950","5,060",23,25,Qui,23-09-2024
TAMIL NADU,SATHYAMANGALAM,BANANA KARPURA,"3,400","3,500","3,500",25,25,Qui,23-09-2024
UTTAR PRADESH,HAPUR,BRINJAL,"1,500","1,500","1,800",25,25,Qui,23-09-2024
UTTAR PRADESH,HATHRAS,MAIZE YELLOW,"2,170","2,170","2,170",55,25,Qui,23-09-2024
UTTAR PRADESH,HATHRAS,POTATO,"1,600","1,600","1,600",25,25,Qui,23-09-2024
UTTAR PRADESH,PURANPUR,BRINJAL,"1,890","1,890","1,890",25,25,Qui,23-09-2024
UTTAR PRADESH,SAHIYAPUR,PUMPKIN,"1,520","1,520","1,520",25,25,Qui,23-09-2024
UTTAR PRADESH,SAHJANWA APMC,BANANA,905,905,905,25,25,Qui,23-09-2024
UTTAR PRADESH,SHAMLI,TOMATO,"3,000","3,100","3,100",25,25,Qui,23-09-2024
UTTARAKHAND,KICHHA,PUMPKIN,"1,150","1,150","1,150",25,25,Qui,23-09-2024
UTTARAKHAND,MANGLOUR,BANANA,"1,200","1,200","1,200",25,25,Qui,23-09-2024
UTTARAKHAND,SITARGANJ,APPLE,"6,000","6,000","7,000",25,25,Qui,23-09-2024
UTTARAKHAND,VIKASNAGAR,BOTTLE GOURD,"1,300","1,300","1,300",25,25,Qui,23-09-2024
UTTARAKHAND,VIKASNAGAR,CABBAGE,"1,200","1,200","1,700",25,25,Qui,23-09-2024
WEST BENGAL,MOHAMAD BAZAR KRISHAK BAZAR,POTATO,"2,400","2,400","2,400",25,25,Qui,23-09-2024
ANDHRA PRADESH,ADONI,SUN FLOWER SEEDS,"5,115","5,416","5,416",17,24,Qui,23-09-2024
HARYANA,ROHTAK,CAULIFLOWER,"1,500","2,200","2,200",10,24,Qui,23-09-2024
HARYANA,ROHTAK,GUAVA,600,"4,000","4,000",22,24,Qui,23-09-2024
HIMACHAL PRADESH,PALAMPUR,TOMATO,"4,500","4,500","4,500",24,24,Qui,23-09-2024
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KOLARAS,MASOOR,"5,875","5,875","5,875",0,24,Qui,23-09-2024
ODISHA,BHANJANAGAR,TOMATO,"2,600","2,600","2,600",24,24,Qui,23-09-2024
ODISHA,CHANDBALI,BRINJAL,"3,170","3,170","3,170",24,24,Qui,23-09-2024
PUNJAB,RAJPURA,PADDY,"2,050","2,700","2,700",0,24,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,JACK FRUIT,"2,900","2,900","2,900",0,24,Qui,23-09-2024
RAJASTHAN,SRI MADHOPUR,GUAR SEEDS,"4,300","4,400","5,100",18,24,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,RADDISH,"2,600","2,600","2,600",24,24,Qui,23-09-2024
RAJASTHAN,UNIYARA,URAD (BLACK GRAM),"6,000","6,000","7,400",24,24,Qui,23-09-2024
UTTAR PRADESH,FATEHPUR SIKRI,WHEAT,"2,650","2,650","2,650",24,24,Qui,23-09-2024
UTTAR PRADESH,GORAKHPUR,BANANA,710,720,720,24,24,Qui,23-09-2024
UTTAR PRADESH,RAMPUR,TOMATO,"1,750","1,750","2,150",24,24,Qui,23-09-2024
UTTARAKHAND,RISHIKESH,BOTTLE GOURD,"1,400","1,400","1,430",24,24,Qui,23-09-2024
WEST BENGAL,ISLAMPUR PRINCIPAL MARKET YARD,TOMATO,"3,500","3,500","3,500",24,24,Qui,23-09-2024
CHHATTISGARH,KAWARADHA,SOYABEANS,"3,984","3,984","3,984",26,23,Qui,23-09-2024
CHHATTISGARH,MUNGELI,PADDY-SAFARI,"2,051","2,051","2,051",22,23,Qui,23-09-2024
HARYANA,ELLANABAD,BRINJAL,"1,000","2,000","3,000",12,23,Qui,23-09-2024
HARYANA,HANSI,BITTER GOURD,600,"2,500","2,500",8,23,Qui,23-09-2024
MADHYA PRADESH,BARELI,WHEAT-HYBRID,"2,617","2,617","2,618",22,23,Qui,23-09-2024
MADHYA PRADESH,TIMARNI,CHANA (BENGAL GRAM),"7,375","7,375","7,375",55,23,Qui,23-09-2024
ODISHA,JUNAGARH,CABBAGE,"2,100","2,100","2,100",23,23,Qui,23-09-2024
RAJASTHAN,ANTA,WHEAT,"2,550","2,550","2,562",23,23,Qui,23-09-2024
RAJASTHAN,BHILWARA,WHEAT,"2,600","2,651","2,651",29,23,Qui,23-09-2024
RAJASTHAN,SRI VIJAYNAGAR,GUAR SEEDS,"5,025","5,060","5,060",23,23,Qui,23-09-2024
TAMIL NADU,CUDDALORE OT,PADDY(75 KG),"1,826","1,898","1,898",24,23,Qui,23-09-2024
TELANGANA,WARANGAL,TURMERIC BULB,"9,555","12,423","12,455",19,23,Qui,23-09-2024
UTTARAKHAND,HALDWANI,CAULIFLOWER,700,700,800,23,23,Qui,23-09-2024
UTTARAKHAND,KICHHA,BRINJAL,"1,000","1,000","1,000",23,23,Qui,23-09-2024
UTTARAKHAND,RAMNAGAR,TOMATO,"3,000","3,000","3,000",23,23,Qui,23-09-2024
WEST BENGAL,DHUPGURI PRINCIPAL MARKET YARD,CABBAGE,"2,300","2,300","2,300",23,23,Qui,23-09-2024
WEST BENGAL,SILIGURI REGULATED MARKET COMM,CUCUMBER,"3,512","3,512","3,512",23,23,Qui,23-09-2024
WEST BENGAL,SILIGURI REGULATED MARKET COMM,SQUASH,825,825,825,23,23,Qui,23-09-2024
ANDHRA PRADESH,PALAMANER,CAULIFLOWER,900,900,"1,500",22,22,Qui,23-09-2024
CHHATTISGARH,RAJNANDGAON,PADDY-DEV BHOG,"2,200","2,400","2,400",20,22,Qui,23-09-2024
GUJARAT,DHROL,BAJRA,"1,855","2,000","2,000",22,22,Qui,23-09-2024
GUJARAT,JASDAN,COTTON,"6,600","7,075","8,120",22,22,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,TOMATO,"3,000","3,000","3,000",22,22,Qui,23-09-2024
HARYANA,CH DADRI,APPLE,"5,000","7,000","7,000",15,22,Qui,23-09-2024
HARYANA,SONEPAT,CABBAGE,"2,000","2,000","5,000",22,22,Qui,23-09-2024
HARYANA,SONEPAT,RADDISH,"1,200","2,000","3,500",22,22,Qui,23-09-2024
ODISHA,BARIPADA,PUMPKIN,"1,200","1,200","1,200",22,22,Qui,23-09-2024
ODISHA,UDALA,MAIZE,"2,600","2,600","2,600",22,22,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,LADY FINGER,"1,400","1,436","1,436",17,22,Qui,23-09-2024
RAJASTHAN,CHABRA,CHANA (BENGAL GRAM),"7,056","7,122","7,122",22,22,Qui,23-09-2024
RAJASTHAN,PRATAPGARH RJ,MUSTARD,"5,100","5,100","5,100",22,22,Qui,23-09-2024
RAJASTHAN,RAISINGHNAGAR,CHANA (BENGAL GRAM),"7,400","7,400","7,401",34,22,Qui,23-09-2024
RAJASTHAN,SIKAR,SPRING ONION,"3,000","3,200","3,700",9,22,Qui,23-09-2024
TAMIL NADU,GINGEE,GROUNDNUT KERNEL_80 KG(TN),"8,124","9,799","9,799",25,22,Qui,23-09-2024
TAMIL NADU,KALLAKURICHI,GROUNDNUT KERNEL_80 KG(TN),"6,749","8,674","10,537",24,22,Qui,23-09-2024
TELANGANA,TIRUMALGIRI,GREEN GRAM,"2,529","6,169","6,889",23,22,Qui,23-09-2024
UTTAR PRADESH,ALIGARH,BRINJAL,"2,750","2,800","2,850",22,22,Qui,23-09-2024
UTTAR PRADESH,MUZZAFFARNAGAR,BOTTLE GOURD,"1,025","1,025","1,125",22,22,Qui,23-09-2024
UTTAR PRADESH,NAANPARA,RAW BANANA,900,900,900,22,22,Qui,23-09-2024
UTTAR PRADESH,RASRA APMC,CUCUMBER,"2,200","2,200","2,200",22,22,Qui,23-09-2024
UTTARAKHAND,KICHHA,BANANA,"1,500","1,500","1,500",22,22,Qui,23-09-2024
WEST BENGAL,DHUPGURI PRINCIPAL MARKET YARD,LADY FINGER,"1,400","1,400","1,400",22,22,Qui,23-09-2024
WEST BENGAL,SILIGURI REGULATED MARKET COMM,BRINJAL,"3,511","3,511","3,511",22,22,Qui,23-09-2024
WEST BENGAL,SILIGURI REGULATED MARKET COMM,LADY FINGER,"2,216","2,216","2,216",22,22,Qui,23-09-2024
WEST BENGAL,SILIGURI REGULATED MARKET COMM,CARROT,"2,212","2,212","2,212",22,22,Qui,23-09-2024
WEST BENGAL,SILIGURI REGULATED MARKET COMM,POINTED GOURD (PARWAL),"2,220","2,220","2,220",22,22,Qui,23-09-2024
ANDHRA PRADESH,KADAPA,TURMERIC FINGER,"10,426","11,226","11,226",0,21,Qui,23-09-2024
HARYANA,FARIDABAD,GREEN CHILLI,"4,000","4,000","7,000",14,21,Qui,23-09-2024
HARYANA,KHARKHODA,ONION,"3,000","3,000","3,500",18,21,Qui,23-09-2024
HARYANA,PEHOWA,ONION,"4,000","4,000","4,500",21,21,Qui,23-09-2024
MAHARASHTRA,SINDI,CHANA (BENGAL GRAM),"5,000","6,500","7,000",0,21,Qui,23-09-2024
ODISHA,RAHAMA,PUMPKIN,"4,000","4,000","4,000",21,21,Qui,23-09-2024
ODISHA,RAHAMA,CARROT,"3,000","3,000","3,000",21,21,Qui,23-09-2024
RAJASTHAN,NADBAI,BAJRA,"2,050","2,232","2,300",21,21,Qui,23-09-2024
TAMIL NADU,MADURAI,PADDY,"2,384","2,384","3,230",21,21,Qui,23-09-2024
TAMIL NADU,VIKIRAVANDI,PADDY(75 KG),"1,903","1,946","1,982",30,21,Qui,23-09-2024
TELANGANA,SURYAPETA,GROUND NUT,"4,029","4,029","6,005",26,21,Qui,23-09-2024
UTTARAKHAND,KASHIPUR,TOMATO,"2,000","2,000","2,200",21,21,Qui,23-09-2024
WEST BENGAL,BETHUADAHARI PRINCIPAL MARKET YARD,POTATO,"2,803","2,803","2,805",21,21,Qui,23-09-2024
WEST BENGAL,DHUPGURI PRINCIPAL MARKET YARD,BRINJAL,"2,900","2,900","2,900",21,21,Qui,23-09-2024
WEST BENGAL,SILIGURI REGULATED MARKET COMM,TOMATO,"4,813","4,813","4,813",21,21,Qui,23-09-2024
WEST BENGAL,SILIGURI REGULATED MARKET COMM,FRENCH BEAN,"4,509","4,509","4,509",21,21,Qui,23-09-2024
HARYANA,KHARKHODA,TOMATO,"3,500","3,500","3,500",19,20,Qui,23-09-2024
HARYANA,PALWAL,CHILLI-4884,"2,500","3,500","3,500",20,20,Qui,23-09-2024
HARYANA,PUNDRI,BANANA AMRUTHAPANI,"2,200","2,500","2,600",14,20,Qui,23-09-2024
MADHYA PRADESH,GADARWARA,MOONG WHOLE (GREEN GRAM),"8,091","8,100","8,100",86,20,Qui,23-09-2024
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-UDAIPURA,WHEAT,"2,665","2,665","2,665",20,20,Qui,23-09-2024
ODISHA,BARIPADA,TOMATO,"4,500","4,500","4,500",20,20,Qui,23-09-2024
ODISHA,BARIPADA,RAW BANANA,"2,000","2,000","2,000",20,20,Qui,23-09-2024
ODISHA,BARIPADA,POTATO,"2,100","2,100","2,100",20,20,Qui,23-09-2024
ODISHA,MUKHIGUDA,CABBAGE,"3,000","3,000","3,000",20,20,Qui,23-09-2024
ODISHA,MUKHIGUDA,CAULIFLOWER,"4,000","4,000","4,000",20,20,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,LEMON,"4,000","4,000","4,006",16,20,Qui,23-09-2024
RAJASTHAN,BIJAY NAGAR,URAD (BLACK GRAM),"7,651","7,651","7,651",527,20,Qui,23-09-2024
TAMIL NADU,BUDALUR,RAW BANANA,"1,300","1,300","1,300",20,20,Qui,23-09-2024
TAMIL NADU,TENKASI,PUMPKIN,500,500,500,2,20,Qui,23-09-2024
TAMIL NADU,UTHIRAMERUR,PADDY ADT-37(TN),"1,904","1,907","1,907",21,20,Qui,23-09-2024
TELANGANA,TIRUMALGIRI,PADDY SAMBA MASURI,"2,111","2,111","2,111",20,20,Qui,23-09-2024
UTTAR PRADESH,BALRAMPUR APMC,BOTTLE GOURD,"1,105","1,105","1,105",20,20,Qui,23-09-2024
UTTAR PRADESH,FIROZABAD APMC,BAJRA-HYBRID,"2,365","2,380","2,380",20,20,Qui,23-09-2024
UTTAR PRADESH,HAPUR,BOTTLE GOURD,"1,500","1,650","1,650",20,20,Qui,23-09-2024
UTTAR PRADESH,KOSIKALAN,PUMPKIN,"1,550","1,550","1,550",20,20,Qui,23-09-2024
UTTAR PRADESH,PRATAPGARH,CAULIFLOWER,"3,200","3,200","3,200",20,20,Qui,23-09-2024
UTTAR PRADESH,SAHIYAPUR,BITTER GOURD,"1,520","1,520","1,520",20,20,Qui,23-09-2024
UTTAR PRADESH,TULSIPUR APMC,BOTTLE GOURD,"1,506","1,506","1,506",20,20,Qui,23-09-2024
UTTARAKHAND,KHATIMA,TOMATO,"1,800","1,800","1,800",20,20,Qui,23-09-2024
UTTARAKHAND,VIKASNAGAR,CUCUMBER,"1,100","1,400","1,400",20,20,Qui,23-09-2024
UTTARAKHAND,VIKASNAGAR,RIDGE GOURD (TURAI),"1,300","1,300","1,300",20,20,Qui,23-09-2024
WEST BENGAL,SHEORAPHULI,SNAKE GOURD,"3,400","3,400","3,400",20,20,Qui,23-09-2024
GUJARAT,DEHGAM,CASTOR SEED,"6,265","6,265","6,265",19,19,Qui,23-09-2024
HARYANA,HISAR APMC,MOONG WHOLE (GREEN GRAM),"5,500","5,500","5,500",0,19,Qui,23-09-2024
HARYANA,SONEPAT,CAULIFLOWER,"2,000","2,000","3,500",19,19,Qui,23-09-2024
HIMACHAL PRADESH,TAKOLI,APPLE,"5,000","5,000","5,000",23,19,Qui,23-09-2024
MADHYA PRADESH,ASHOKNAGAR,CHANA (BENGAL GRAM)-DESI,"7,146","7,146","7,146",0,19,Qui,23-09-2024
ODISHA,CHANDBALI,CUCUMBER,"2,880","2,880","2,880",19,19,Qui,23-09-2024
ODISHA,JUNAGARH,BRINJAL,"2,000","2,000","2,000",19,19,Qui,23-09-2024
ODISHA,KHARIAR ROAD,TOMATO,"2,200","2,200","2,200",19,19,Qui,23-09-2024
PUDUCHERRY,THATTANCHAVADY,PADDY PONNI(TN),"2,099","2,099","2,099",18,19,Qui,23-09-2024
PUDUCHERRY,THATTANCHAVADY,URAD (BLACK GRAM),"1,889","8,199","8,199",21,19,Qui,23-09-2024
RAJASTHAN,DOONI,MUSTARD,"5,600","5,700","6,500",19,19,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,CORIANDAR,"6,600","6,600","6,600",50,19,Qui,23-09-2024
RAJASTHAN,JODHPUR GRAIN,MUSTARD,"6,000","6,000","6,600",29,19,Qui,23-09-2024
WEST BENGAL,SHEORAPHULI,POTATO,"2,600","2,600","2,600",19,19,Qui,23-09-2024
CHHATTISGARH,BHATAPARA,CHANA (BENGAL GRAM),"6,411","6,552","6,552",15,18,Qui,23-09-2024
HARYANA,BHATTU KALAN APMC,COTTON,"6,800","6,800","6,800",18,18,Qui,23-09-2024
HARYANA,PALWAL,CAULIFLOWER,"4,000","5,000","5,000",18,18,Qui,23-09-2024
HARYANA,ROHTAK,CABBAGE,"1,400","2,000","2,000",10,18,Qui,23-09-2024
HARYANA,SHAHZADPUR APMC,POTATO,"1,200","1,200","2,000",17,18,Qui,23-09-2024
HARYANA,SIRSA,BEANS -CLUSTER,"2,600","2,600","2,600",18,18,Qui,23-09-2024
MADHYA PRADESH,ITARSI,CHANA (BENGAL GRAM),"6,911","6,911","7,001",10,18,Qui,23-09-2024
MAHARASHTRA,SHAHADA,SOYABEANS,"4,010","4,010","4,010",0,18,Qui,23-09-2024
ODISHA,BALUGAON,LADY FINGER,"2,200","2,260","2,260",18,18,Qui,23-09-2024
ODISHA,BARIPADA,CABBAGE,"3,000","3,000","3,000",18,18,Qui,23-09-2024
RAJASTHAN,JHUNJHUNU,GUAR SEEDS,"4,850","4,850","4,850",18,18,Qui,23-09-2024
RAJASTHAN,M. KISHANGARH,GUAR SEEDS,"5,016","5,016","5,016",20,18,Qui,23-09-2024
RAJASTHAN,NOHAR,CHANA (BENGAL GRAM),"7,500","7,550","7,554",8,18,Qui,23-09-2024
RAJASTHAN,NOKHA,GROUND NUT,"4,500","4,500","4,500",0,18,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,LOBIA PODS,"2,500","2,500","2,500",11,18,Qui,23-09-2024
RAJASTHAN,UDAIPUR GRAIN,MAIZE,"2,150","2,160","21,100",13,18,Qui,23-09-2024
TAMIL NADU,VILLUPURAM,BAJRA-YELLOW,"2,769","3,169","3,259",36,18,Qui,23-09-2024
UTTAR PRADESH,BALRAMPUR APMC,CUCUMBER,"1,025","1,025","1,025",18,18,Qui,23-09-2024
UTTAR PRADESH,ROBERTSGANJ,CHILLIES,"3,000","3,000","4,000",6,18,Qui,23-09-2024
UTTAR PRADESH,TULSIPUR APMC,PUMPKIN,"1,606","1,606","1,606",18,18,Qui,23-09-2024
WEST BENGAL,SAMSHERGANJ KRISHAK BAZAR,POTATO,"2,300","2,350","2,350",10,18,Qui,23-09-2024
CHHATTISGARH,RAJNANDGAON,WHEAT,"2,300","2,550","2,602",15,17,Qui,23-09-2024
HARYANA,DABWALI,TOMATO,"4,000","4,000","4,500",17,17,Qui,23-09-2024
HARYANA,FARIDABAD,POINTED GOURD (PARWAL),"1,800","2,500","2,500",8,17,Qui,23-09-2024
HARYANA,PALWAL,CUCUMBER,"1,200","1,200","2,000",17,17,Qui,23-09-2024
HARYANA,ROHTAK,MUSK MELON,600,600,800,13,17,Qui,23-09-2024
HARYANA,UCHANA,MUSTARD,"6,140","6,315","6,315",17,17,Qui,23-09-2024
MAHARASHTRA,BEED,MOONG WHOLE (GREEN GRAM),"6,515","6,515","7,615",29,17,Qui,23-09-2024
ODISHA,BARIPADA,BITTER GOURD,"3,000","3,000","3,000",17,17,Qui,23-09-2024
ODISHA,KHARIAR ROAD,CUCUMBER,"1,500","1,500","1,500",17,17,Qui,23-09-2024
ODISHA,PARALAKHEMUNDI,BHINDI (LADIES FINGER),600,600,600,17,17,Qui,23-09-2024
ODISHA,RAHAMA,CABBAGE,"2,500","2,500","2,500",17,17,Qui,23-09-2024
ODISHA,RAHAMA,LADY FINGER,"4,500","4,500","4,500",17,17,Qui,23-09-2024
ODISHA,RAHAMA,POTATO,"3,000","3,000","3,000",17,17,Qui,23-09-2024
RAJASTHAN,BARMER,CAPSICUM,"2,520","2,520","2,520",17,17,Qui,23-09-2024
RAJASTHAN,BARMER,CABBAGE,"2,025","2,025","2,025",17,17,Qui,23-09-2024
RAJASTHAN,PRATAPGARH RJ,CHANA (BENGAL GRAM),"6,480","7,170","7,400",17,17,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,CAPSICUM,"5,000","5,500","5,750",28,17,Qui,23-09-2024
TAMIL NADU,COIMBATORE,BRINJAL,"1,000","1,000","1,000",17,17,Qui,23-09-2024
TAMIL NADU,KODUMUDI,COCONUT DEHUSKED IN QUINTAL,"3,088","4,289","4,966",20,17,Qui,23-09-2024
TAMIL NADU,MANAPPARAI,NEEM SEED,"3,400","3,400","7,500",17,17,Qui,23-09-2024
TAMIL NADU,SATHYAMANGALAM,BANANA KADALI,"4,200","4,200","4,500",17,17,Qui,23-09-2024
UTTAR PRADESH,NOIDA APMC,BOTTLE GOURD,"2,860","2,860","2,860",17,17,Qui,23-09-2024
UTTAR PRADESH,SAMBHAL APMC,GREEN CHILLI,"1,500","1,500","1,500",17,17,Qui,23-09-2024
UTTARAKHAND,MANGLOUR,POTATO,"1,400","1,400","1,400",17,17,Qui,23-09-2024
UTTARAKHAND,SITARGANJ,BANANA,"2,000","2,000","2,000",17,17,Qui,23-09-2024
WEST BENGAL,SHEORAPHULI,BOTTLE GOURD,"2,400","2,400","2,400",17,17,Qui,23-09-2024
HARYANA,BARWALA HISAR,CUCUMBER,"1,000","2,000","2,000",16,16,Qui,23-09-2024
HARYANA,ELLANABAD,LADY FINGER,"2,000","2,500","3,500",12,16,Qui,23-09-2024
HARYANA,FARIDABAD,POMEGRANATE,"4,000","4,000","5,000",5,16,Qui,23-09-2024
HARYANA,HANSI,RIDGE GOURD (TURAI),"2,000","2,000","2,000",12,16,Qui,23-09-2024
HARYANA,PEHOWA,CAULIFLOWER,"1,200","1,200","4,000",16,16,Qui,23-09-2024
HIMACHAL PRADESH,TAKOLI,POMEGRANATE,"6,000","6,000","6,000",16,16,Qui,23-09-2024
MADHYA PRADESH,CHAURAI,MAIZE-NEW,"1,901","1,901","1,901",15,16,Qui,23-09-2024
ODISHA,BARIPADA,PAPAYA,"1,000","1,000","1,000",16,16,Qui,23-09-2024
ODISHA,BARIPADA,BOTTLE GOURDE,"2,000","2,000","2,000",16,16,Qui,23-09-2024
ODISHA,BARIPADA,BHINDI (LADIES FINGER),"3,500","3,500","3,500",16,16,Qui,23-09-2024
ODISHA,BARIPADA,RIDGE GOURD (TURAI),"2,500","2,500","2,500",16,16,Qui,23-09-2024
ODISHA,BHANJANAGAR,POINTED GOURD (PARWAL),"2,800","2,800","2,800",16,16,Qui,23-09-2024
ODISHA,NILGIRI,CAULIFLOWER,"1,850","1,850","1,850",16,16,Qui,23-09-2024
ODISHA,NILGIRI,CABBAGE,"2,000","2,000","2,000",16,16,Qui,23-09-2024
ODISHA,RAIRANGPUR,BITTER GOURD,"2,600","2,600","2,600",16,16,Qui,23-09-2024
RAJASTHAN,KEKRI,MAIZE,"2,565","2,778","2,778",16,16,Qui,23-09-2024
RAJASTHAN,M. KISHANGARH,WHEAT,"2,549","2,572","2,621",17,16,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,LADY FINGER,"2,700","2,700","2,700",16,16,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,PINE APPLE,"3,400","3,400","3,400",16,16,Qui,23-09-2024
TAMIL NADU,AMBASAMUTHIRAM,BANANA NENDRAN,"3,200","3,200","3,200",16,16,Qui,23-09-2024
TAMIL NADU,COIMBATORE,TOMATO,"1,000","1,000","1,000",15,16,Qui,23-09-2024
TAMIL NADU,KURUNJIPADY,URAD (BLACK GRAM),"8,569","8,569","8,809",17,16,Qui,23-09-2024
TAMIL NADU,SATHYAMANGALAM,BANANA ROBUSTA,"1,200","1,200","1,200",16,16,Qui,23-09-2024
TAMIL NADU,THURAIYUR,MAIZE,"2,500","2,500","2,500",4,16,Qui,23-09-2024
UTTAR PRADESH,DEORIA,GREEN CHILLI,"3,350","3,350","3,350",16,16,Qui,23-09-2024
UTTAR PRADESH,KHALILABAD,BITTER GOURD,"1,500","1,500","1,500",16,16,Qui,23-09-2024
UTTAR PRADESH,KHURJA,TOMATO,"1,400","1,400","1,400",16,16,Qui,23-09-2024
UTTAR PRADESH,PRATAPGARH,BRINJAL,"1,900","1,900","1,900",16,16,Qui,23-09-2024
UTTAR PRADESH,SHAHJAHANPUR,GREEN CHILLI,"4,500","4,500","4,500",16,16,Qui,23-09-2024
UTTARAKHAND,KHATIMA,CUCUMBER,"1,300","1,300","1,300",16,16,Qui,23-09-2024
WEST BENGAL,SHEORAPHULI,PAPAYA,"1,600","1,600","1,600",16,16,Qui,23-09-2024
WEST BENGAL,SHEORAPHULI,LADY FINGER,"4,650","4,650","4,650",16,16,Qui,23-09-2024
WEST BENGAL,SHEORAPHULI,JIMIKAND (SURAN),"4,100","4,100","4,100",16,16,Qui,23-09-2024
WEST BENGAL,SHEORAPHULI,POINTED GOURD (PARWAL),"3,800","3,800","3,800",16,16,Qui,23-09-2024
GUJARAT,DHROL,COTTON,"6,980","6,980","7,490",15,15,Qui,23-09-2024
HARYANA,ELLANABAD,GREEN CHILLI,"2,500","4,000","4,500",7,15,Qui,23-09-2024
HARYANA,PEHOWA,CUCUMBER,"1,400","1,500","1,500",15,15,Qui,23-09-2024
HARYANA,PUNDRI,POTATO SWEET,"2,800","2,800","2,800",15,15,Qui,23-09-2024
HARYANA,SADHAURA APMC,PUMPKIN,900,900,"1,000",6,15,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA,BANANA,"4,000","4,000","4,000",15,15,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA JASSOUR,CUCUMBER,"2,200","2,200","2,200",15,15,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA JASSOUR,POTATO,"2,600","2,600","2,600",15,15,Qui,23-09-2024
ODISHA,BALANGIR,PUMPKIN,"1,300","1,300","1,300",15,15,Qui,23-09-2024
ODISHA,BALUGAON,BITTER GOURD,"2,750","2,750","2,750",15,15,Qui,23-09-2024
ODISHA,BARIPADA,CAULIFLOWER,"3,000","3,000","3,000",15,15,Qui,23-09-2024
ODISHA,BARIPADA,CARROT,"3,800","3,800","3,800",15,15,Qui,23-09-2024
ODISHA,BARIPADA,CUCUMBER,"2,500","2,500","2,500",15,15,Qui,23-09-2024
ODISHA,BETNOTI,BITTER GOURD,"3,000","3,000","3,000",15,15,Qui,23-09-2024
ODISHA,BETNOTI,CUCUMBER,"2,500","2,500","2,500",15,15,Qui,23-09-2024
ODISHA,KUCHINDA,BRINJAL,"1,800","1,800","1,800",15,15,Qui,23-09-2024
ODISHA,KUCHINDA,BOTTLE GOURD,"1,000","1,000","1,000",15,15,Qui,23-09-2024
RAJASTHAN,AABU ROAD,CUCUMBER,"1,500","1,500","1,500",15,15,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,WATER MELON,"1,400","1,400","1,410",12,15,Qui,23-09-2024
RAJASTHAN,KEKRI,CUMMIN,"23,001","23,001","23,001",15,15,Qui,23-09-2024
RAJASTHAN,KOTPUTLI,BAJRA,"2,300","2,300","2,300",17,15,Qui,23-09-2024
RAJASTHAN,MAHUWA MANDAWAR,MUSTARD,"6,751","6,751","6,751",183,15,Qui,23-09-2024
RAJASTHAN,SADULSHAHAR,GUAR SEEDS,"5,001","5,001","5,001",15,15,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,GUAVA,"8,700","8,700","8,700",15,15,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,ORANGE,"4,500","4,500","4,500",15,15,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,CABBAGE,"2,100","2,100","2,100",15,15,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,BRINJAL,"2,000","2,750","3,500",26,15,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,BITTER GOURD,"2,000","2,000","4,000",3,15,Qui,23-09-2024
TELANGANA,BADEPALLY,JOWAR,"2,222","2,222","2,222",11,15,Qui,23-09-2024
