State,APMC,Commodity,Min Price,Modal Price,Max Price,Commodity Arrivals,Commodity Traded,Unit,Date
RAJASTHAN,CHITTORGARH,BHINDI (LADIES FINGER),"2,200","2,200","2,500",3,3,Qui,23-09-2024
RAJASTHAN,DUNGARPUR,CORIANDER LEAVES,"3,000","3,000","3,000",3,3,Qui,23-09-2024
RAJASTHAN,GUDA GODJI,GUAR SEEDS,"5,001","5,001","5,001",3,3,Qui,23-09-2024
RAJASTHAN,JALORE,BRINJAL,"2,800","2,800","2,800",3,3,Qui,23-09-2024
RAJASTHAN,M. KISHANGARH,JOWAR,"1,991","2,302","2,302",7,3,Qui,23-09-2024
RAJASTHAN,NAWALGARH,MUSTARD,"6,300","6,300","6,300",3,3,Qui,23-09-2024
RAJASTHAN,RAJSAMAND,GREEN CHILLI,"5,300","5,300","5,300",5,3,Qui,23-09-2024
RAJASTHAN,SIKAR,PAPAYA,"2,300","2,400","2,400",2,3,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,PEAS GREEN,"9,000","9,000","9,000",3,3,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,ARBI (COLACASIA),"4,000","4,000","4,000",3,3,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,LEMON,"7,000","7,000","7,000",3,3,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,PEAR,"4,900","4,900","4,900",3,3,Qui,23-09-2024
RAJASTHAN,TONK,URAD (BLACK GRAM),"7,575","7,575","7,575",3,3,Qui,23-09-2024
TAMIL NADU,PALACODE,BOTTLE GOURDE,"1,200","1,200","1,200",3,3,Qui,23-09-2024
TAMIL NADU,PANRUTI,URAD (BLACK GRAM),"6,269","8,959","8,959",3,3,Qui,23-09-2024
TAMIL NADU,THIRUMANGALAM,PADDY,"3,500","4,000","4,000",3,3,Qui,23-09-2024
TAMIL NADU,TINDIVANAM,FOX TAIL MILLET,"2,699","3,199","3,199",2,3,Qui,23-09-2024
TAMIL NADU,TINDIVANAM,GREEN GRAM,"6,669","6,669","6,669",3,3,Qui,23-09-2024
TAMIL NADU,ULUNDURPETTAI,GINGELLY_80 KG(TN),"9,417","10,674","10,874",7,3,Qui,23-09-2024
TAMIL NADU,UTHIRAMERUR,PADDY RNR (TN),"1,882","1,882","1,882",5,3,Qui,23-09-2024
TAMIL NADU,VELLORE,GROUNDNUT KERNEL_80 KG(TN),"9,113","9,999","9,999",4,3,Qui,23-09-2024
TAMIL NADU,VIKIRAVANDI,GINGELLY_80 KG(TN),"5,024","10,574","10,574",8,3,Qui,23-09-2024
TAMIL NADU,VIKIRAVANDI,URAD (BLACK GRAM),"7,536","7,536","7,536",6,3,Qui,23-09-2024
TAMIL NADU,VIRUDHACHALAM,URAD (BLACK GRAM),"9,679","9,679","9,679",2,3,Qui,23-09-2024
TELANGANA,WARANGAL,JOWAR-WHITE,"2,000","2,000","2,000",3,3,Qui,23-09-2024
UTTAR PRADESH,AZAMGARH,BOTTLE GOURD,"1,400","1,400","1,800",3,3,Qui,23-09-2024
UTTAR PRADESH,AZAMGARH,LADY FINGER,"1,200","1,200","1,400",3,3,Qui,23-09-2024
UTTAR PRADESH,AZAMGARH,BITTER GOURD,"1,500","1,500","1,600",3,3,Qui,23-09-2024
UTTAR PRADESH,AZAMGARH,CUCUMBER,"1,200","1,320","1,320",3,3,Qui,23-09-2024
UTTAR PRADESH,BADAUN,SPONGE GOURD,"1,200","1,200","1,200",3,3,Qui,23-09-2024
UTTAR PRADESH,KOSIKALAN,GREEN CHILLI,"3,000","3,000","3,000",3,3,Qui,23-09-2024
UTTAR PRADESH,PALIA KALAN,GINGER,"6,000","6,000","6,000",3,3,Qui,23-09-2024
UTTAR PRADESH,POWAYAN,ARBI (COLACASIA),"2,000","2,000","2,000",3,3,Qui,23-09-2024
UTTAR PRADESH,PRATAPGARH,CUCUMBER,"1,800","1,800","1,800",3,3,Qui,23-09-2024
UTTARAKHAND,HALDWANI,CARROT,"1,200","1,200","1,200",3,3,Qui,23-09-2024
UTTARAKHAND,KASHIPUR,ARBI (COLACASIA),"2,000","2,000","2,000",3,3,Qui,23-09-2024
UTTARAKHAND,KHATIMA,BRINJAL,"1,300","1,300","1,300",3,3,Qui,23-09-2024
UTTARAKHAND,MANGLOUR,APPLE,"5,000","5,000","5,000",3,3,Qui,23-09-2024
UTTARAKHAND,RAMNAGAR,GUAVA,"1,500","1,500","1,500",3,3,Qui,23-09-2024
UTTARAKHAND,RISHIKESH,CABBAGE,"1,155","1,155","1,155",3,3,Qui,23-09-2024
UTTARAKHAND,ROORKEE,BEANS -CLUSTER,"1,500","1,500","1,500",3,3,Qui,23-09-2024
UTTARAKHAND,ROORKEE,GREEN CHILLI,"3,030","3,030","3,030",3,3,Qui,23-09-2024
UTTARAKHAND,SITARGANJ,BITTER GOURD,"1,800","1,800","1,800",3,3,Qui,23-09-2024
UTTARAKHAND,SITARGANJ,BRINJAL,"1,000","1,000","1,000",3,3,Qui,23-09-2024
UTTARAKHAND,SITARGANJ,RIDGE GOURD (TURAI),"2,000","2,000","2,000",3,3,Qui,23-09-2024
WEST BENGAL,JIYAGANJ KRISHAK BAZAR,PAPAYA,"1,500","1,500","1,500",3,3,Qui,23-09-2024
WEST BENGAL,JIYAGANJ KRISHAK BAZAR,POINTED GOURD (PARWAL),"2,200","2,200","2,200",3,3,Qui,23-09-2024
WEST BENGAL,NAKASHIPARA KRISHAK BAZAR,TUBEROSE,"16,140","16,270","16,270",3,3,Qui,23-09-2024
ANDHRA PRADESH,KURNOOL,RED CHILLI-DRY,"5,599","5,599","5,599",2,2,Qui,23-09-2024
GUJARAT,DHROL,CHANA (BENGAL GRAM),"6,500","6,500","6,900",2,2,Qui,23-09-2024
GUJARAT,DHROL,SESAME SEED,"11,850","11,850","11,850",2,2,Qui,23-09-2024
GUJARAT,LIMKHEDA APMC,PADDY,"1,695","1,695","1,695",2,2,Qui,23-09-2024
GUJARAT,SANAND,WHEAT-BHANSI,"2,695","2,695","2,695",2,2,Qui,23-09-2024
HARYANA,BARWALA HISAR,BRINJAL,"1,400","1,400","1,400",2,2,Qui,23-09-2024
HARYANA,BARWALA HISAR,SPRING ONION,"3,200","3,200","3,200",2,2,Qui,23-09-2024
HARYANA,BARWALA HISAR,SWEET LEMON (MOSAMBI),"4,000","4,000","4,000",2,2,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,POINTED GOURD (PARWAL),"4,000","4,000","4,000",1,2,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,ARBI (COLACASIA),"3,000","4,000","4,000",1,2,Qui,23-09-2024
HARYANA,CH DADRI,LEMON,"7,000","7,500","7,500",1,2,Qui,23-09-2024
HARYANA,CH DADRI,POMEGRANATE,"7,500","7,500","7,500",1,2,Qui,23-09-2024
HARYANA,CH DADRI,GINGER,"4,000","4,000","4,000",2,2,Qui,23-09-2024
HARYANA,CH DADRI,ARBI (COLACASIA),"4,500","4,500","5,000",1,2,Qui,23-09-2024
HARYANA,CH DADRI,TINDA,"3,500","3,500","3,500",7,2,Qui,23-09-2024
HARYANA,DABWALI,WATER MELON,"3,310","3,310","3,310",2,2,Qui,23-09-2024
HARYANA,DABWALI,SWEET LEMON (MOSAMBI),"2,500","2,500","2,500",2,2,Qui,23-09-2024
HARYANA,DABWALI,LEMON,"7,000","9,000","9,000",2,2,Qui,23-09-2024
HARYANA,ELLANABAD,POINTED GOURD (PARWAL),"2,000","2,000","2,000",0,2,Qui,23-09-2024
HARYANA,ELLANABAD,PAPAYA,"2,500","2,500","2,500",2,2,Qui,23-09-2024
HARYANA,ELLANABAD,PINE APPLE,"6,000","6,000","6,000",0,2,Qui,23-09-2024
HARYANA,ELLANABAD,POMEGRANATE,"4,000","15,000","15,000",1,2,Qui,23-09-2024
HARYANA,FARIDABAD,BEANS -CLUSTER,"2,500","2,500","2,500",1,2,Qui,23-09-2024
HARYANA,FARIDABAD,GUAR SEEDS,"2,500","2,500","2,500",2,2,Qui,23-09-2024
HARYANA,FARIDABAD,JIMIKAND (SURAN),"2,500","2,500","2,500",0,2,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,TINDA,"2,000","2,000","2,000",2,2,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,LOBIA,"2,200","2,200","2,200",2,2,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,BITTER GOURD,"2,500","2,500","2,500",2,2,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,BEANS -CLUSTER,"2,000","2,000","2,000",2,2,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,BHINDI (LADIES FINGER),"2,500","2,500","2,500",2,2,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,RADDISH,"3,500","3,500","3,500",2,2,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,SPINACH (PALAK),"2,000","2,000","2,000",2,2,Qui,23-09-2024
HARYANA,GOHANA,POMEGRANATE,"8,000","8,000","8,000",0,2,Qui,23-09-2024
HARYANA,GOHANA,ARBI (COLACASIA),"5,000","5,000","5,000",3,2,Qui,23-09-2024
HARYANA,GOHANA,BRINJAL,"2,000","2,000","3,000",3,2,Qui,23-09-2024
HARYANA,GOHANA,ORANGE,"6,000","6,000","7,000",0,2,Qui,23-09-2024
HARYANA,HANSI,PEAS GREEN,"8,000","8,000","8,000",1,2,Qui,23-09-2024
HARYANA,HANSI,GUAVA,"5,000","5,000","5,000",0,2,Qui,23-09-2024
HARYANA,HANSI,PINE APPLE,"10,000","10,000","10,000",0,2,Qui,23-09-2024
HARYANA,KALANWALI,LOBIA LOCAL,"2,500","2,500","2,500",2,2,Qui,23-09-2024
HARYANA,KALANWALI,GREEN CHILLI,"4,000","4,000","4,000",2,2,Qui,23-09-2024
HARYANA,KALANWALI,RADDISH,"2,000","2,000","2,000",2,2,Qui,23-09-2024
HARYANA,KHARKHODA,GINGER,"4,000","4,000","6,000",1,2,Qui,23-09-2024
HARYANA,KHARKHODA,GARLIC,"7,000","9,000","9,000",1,2,Qui,23-09-2024
HARYANA,KHARKHODA,SWEET LEMON (MOSAMBI),"5,000","5,000","5,000",0,2,Qui,23-09-2024
HARYANA,NARAINGARH APMC,POMEGRANATE,"7,000","12,000","12,000",2,2,Qui,23-09-2024
HARYANA,NARAINGARH APMC,CABBAGE,"2,000","2,000","2,000",2,2,Qui,23-09-2024
HARYANA,NARAINGARH APMC,LEMON,"6,000","6,000","6,000",2,2,Qui,23-09-2024
HARYANA,NARWANA,POMEGRANATE,"15,000","15,000","15,000",0,2,Qui,23-09-2024
HARYANA,NARWANA,GARLIC,"10,000","20,000","20,000",0,2,Qui,23-09-2024
HARYANA,NARWANA,CAPSICUM,"5,000","5,000","6,000",0,2,Qui,23-09-2024
HARYANA,NARWANA,WATER MELON,"3,000","3,000","3,000",0,2,Qui,23-09-2024
HARYANA,PALWAL,SPONGE GOURD,"2,500","2,500","2,500",2,2,Qui,23-09-2024
HARYANA,PALWAL,ARBI (COLACASIA),"3,000","3,000","3,000",2,2,Qui,23-09-2024
HARYANA,PEHOWA,PEAR,"4,000","4,000","4,000",2,2,Qui,23-09-2024
HARYANA,PEHOWA,PEAS GREEN,"8,000","8,000","8,000",2,2,Qui,23-09-2024
HARYANA,PEHOWA,PINE APPLE,"2,500","2,500","2,500",2,2,Qui,23-09-2024
HARYANA,PEHOWA,SWEET LEMON (MOSAMBI),"4,000","4,000","4,000",2,2,Qui,23-09-2024
HARYANA,PUNDRI,APPLE,"4,100","4,100","4,100",2,2,Qui,23-09-2024
HARYANA,PUNDRI,SWEET LEMON (MOSAMBI),"1,500","1,500","1,500",2,2,Qui,23-09-2024
HARYANA,PUNDRI,CAULIFLOWER,"4,000","4,000","4,000",2,2,Qui,23-09-2024
HARYANA,PUNDRI,CUCUMBER,"2,600","2,600","2,600",2,2,Qui,23-09-2024
HARYANA,ROHTAK,CORIANDER LEAVES,"3,500","3,500","3,500",2,2,Qui,23-09-2024
HARYANA,SHAHZADPUR APMC,GREEN CHILLI,"2,000","4,000","4,000",2,2,Qui,23-09-2024
HARYANA,SHAHZADPUR APMC,ONION,"3,000","3,000","3,000",2,2,Qui,23-09-2024
HARYANA,SHAHZADPUR APMC,PUMPKIN,"1,000","1,500","1,500",2,2,Qui,23-09-2024
HARYANA,SHAHZADPUR APMC,CUCUMBER,"2,000","2,000","2,000",2,2,Qui,23-09-2024
HARYANA,SHAHZADPUR APMC,LADY FINGER,"2,000","2,000","2,500",2,2,Qui,23-09-2024
HARYANA,SIRSA,LEMON,"3,500","4,200","4,200",2,2,Qui,23-09-2024
HARYANA,SIRSA,SPINACH (PALAK),"1,800","1,800","1,800",2,2,Qui,23-09-2024
HARYANA,SOHNA,BRINJAL,"2,800","2,800","2,800",2,2,Qui,23-09-2024
HARYANA,SOHNA,PUMPKIN,"1,500","1,500","1,500",2,2,Qui,23-09-2024
HARYANA,SOHNA,RIDGE GOURD (TURAI),"2,000","2,000","2,000",2,2,Qui,23-09-2024
HARYANA,SONEPAT,GINGER,"7,000","7,000","7,000",2,2,Qui,23-09-2024
HARYANA,SONEPAT,LOBIA,"2,000","2,500","2,500",2,2,Qui,23-09-2024
HIMACHAL PRADESH,BAIJNATH,BANANA,"8,000","8,000","8,000",2,2,Qui,23-09-2024
HIMACHAL PRADESH,BAIJNATH,CAULIFLOWER,"7,000","7,000","7,000",2,2,Qui,23-09-2024
HIMACHAL PRADESH,BAIJNATH,ONION,"5,400","5,400","5,400",2,2,Qui,23-09-2024
HIMACHAL PRADESH,BAIJNATH,TOMATO,"5,200","5,200","5,200",2,2,Qui,23-09-2024
HIMACHAL PRADESH,BAIJNATH,APPLE,"8,500","8,500","8,500",2,2,Qui,23-09-2024
HIMACHAL PRADESH,BAIJNATH,PEAS GREEN,"16,000","16,000","16,000",2,2,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA,CUCUMBER,"4,000","4,000","4,000",2,2,Qui,23-09-2024
HIMACHAL PRADESH,PALAMPUR,MOUSAMBI,"6,000","6,000","6,000",2,2,Qui,23-09-2024
HIMACHAL PRADESH,UNA,PUMPKIN,"2,000","2,000","2,000",2,2,Qui,23-09-2024
MADHYA PRADESH,JABALPUR,MUSTARD,"5,550","5,655","5,655",46,2,Qui,23-09-2024
MAHARASHTRA,AHMEDNAGAR,CHANA (BENGAL GRAM),"6,830","6,830","6,830",3,2,Qui,23-09-2024
MAHARASHTRA,Malkapur,SESAME SEED,"11,425","11,425","11,425",6,2,Qui,23-09-2024
MAHARASHTRA,Malkapur,MOONG WHOLE (GREEN GRAM),"5,750","5,750","5,750",37,2,Qui,23-09-2024
NAGALAND,KOHIMA APMC,BEANS -CLUSTER,"12,050","12,050","12,050",2,2,Qui,23-09-2024
NAGALAND,MANGKOLEMBA,BITTER GOURD,"5,000","5,000","5,000",2,2,Qui,23-09-2024
ODISHA,HINDOL,POINTED GOURD (PARWAL),"4,000","4,000","4,000",2,2,Qui,23-09-2024
ODISHA,HINDOL,LADY FINGER,"3,500","3,500","3,500",2,2,Qui,23-09-2024
ODISHA,JAGATSINGHPUR,BITTER GOURD,"4,800","4,800","4,800",2,2,Qui,23-09-2024
ODISHA,JAGATSINGHPUR,BHINDI (LADIES FINGER),"5,000","5,000","5,000",2,2,Qui,23-09-2024
ODISHA,JAGATSINGHPUR,LOBIA PODS,"5,500","5,500","5,500",2,2,Qui,23-09-2024
PUDUCHERRY,THATTANCHAVADY,GROUNDNUT PODS_40 KG(TN),"3,798","3,798","3,798",2,2,Qui,23-09-2024
RAJASTHAN,AABU ROAD,CARROT,"1,500","1,500","1,500",2,2,Qui,23-09-2024
RAJASTHAN,AABU ROAD,SPRING ONION,"1,500","1,500","1,500",2,2,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,GRAPES,"6,500","6,502","6,502",2,2,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,MANGO,"7,000","7,002","7,002",2,2,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,RADDISH,"1,300","1,300","1,300",2,2,Qui,23-09-2024
RAJASTHAN,CHITTORGARH,BOTTLE GOURD,"2,000","2,000","2,000",2,2,Qui,23-09-2024
RAJASTHAN,CHITTORGARH,RIDGE GOURD (TURAI),"3,500","3,500","3,500",2,2,Qui,23-09-2024
RAJASTHAN,CHITTORGARH,GREEN CHILLI,"4,000","4,000","4,000",2,2,Qui,23-09-2024
RAJASTHAN,CHITTORGARH,BRINJAL,"2,500","2,500","2,500",2,2,Qui,23-09-2024
RAJASTHAN,CHITTORGARH,LEMON,"3,500","3,500","3,500",2,2,Qui,23-09-2024
RAJASTHAN,DUNGARPUR,SPINACH (PALAK),"1,500","1,500","1,500",2,2,Qui,23-09-2024
RAJASTHAN,JALORE,BOTTLE GOURD,"1,000","1,000","1,000",2,2,Qui,23-09-2024
RAJASTHAN,JALORE,GINGER,"5,500","5,500","5,500",2,2,Qui,23-09-2024
RAJASTHAN,JHUNJHUNU,LOBIA,"3,150","3,150","3,150",2,2,Qui,23-09-2024
RAJASTHAN,KEKRI,BARLEY (JAU),"2,211","2,211","2,211",2,2,Qui,23-09-2024
RAJASTHAN,KEKRI,SESAME SEED,"10,325","10,325","10,325",2,2,Qui,23-09-2024
RAJASTHAN,RAJSAMAND,BOTTLE GOURD,"1,700","1,700","1,700",3,2,Qui,23-09-2024
RAJASTHAN,RATANGARH,SPRING ONION,"7,346","8,943","9,297",2,2,Qui,23-09-2024
RAJASTHAN,SAWAI MADHOPUR,BAJRA,"2,620","2,620","2,620",40,2,Qui,23-09-2024
RAJASTHAN,SIKAR,LEMON,"5,500","5,500","5,500",1,2,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,GARLIC,"28,000","28,000","28,000",2,2,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,MANGO,"25,000","25,000","25,000",2,2,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,LEMON,"5,000","5,000","5,000",48,2,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,CARROT,"2,750","2,750","2,750",7,2,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,RIDGE GOURD (TURAI),"1,750","1,750","1,750",255,2,Qui,23-09-2024
TAMIL NADU,AVALURPET,DRY CHILLY_10 KG(TN),"4,290","6,690","9,490",2,2,Qui,23-09-2024
TAMIL NADU,AVALURPET,URAD (BLACK GRAM),"7,869","7,869","9,080",2,2,Qui,23-09-2024
TAMIL NADU,CHEYYAR,COPRA,"7,100","8,900","8,900",6,2,Qui,23-09-2024
TAMIL NADU,CHEYYAR,COWPEA RED,"7,319","7,569","7,839",6,2,Qui,23-09-2024
TAMIL NADU,DESUR,PADDY ADT-37(TN),"2,175","2,175","2,175",1,2,Qui,23-09-2024
TAMIL NADU,NAMAGIRIPETTAI,ONION,"3,000","3,000","3,000",2,2,Qui,23-09-2024
TAMIL NADU,PAPANASAM,COPRA,"8,900","8,900","8,900",2,2,Qui,23-09-2024
TAMIL NADU,RAJAPALAYAM,COPRA,"10,200","10,800","10,800",2,2,Qui,23-09-2024
TAMIL NADU,SRIMUSHNAM,PADDY(75 KG),"2,106","2,106","2,106",4,2,Qui,23-09-2024
TAMIL NADU,SRIVAIKUNDAM,DRUMSTICK,"5,000","5,000","5,000",2,2,Qui,23-09-2024
TAMIL NADU,THIRUKOVILUR,COPRA_80 KG(TN),"9,112","9,774","9,774",4,2,Qui,23-09-2024
TAMIL NADU,ULUNDURPETTAI,GREEN GRAM,"3,119","3,119","3,119",2,2,Qui,23-09-2024
TAMIL NADU,VELLORE,RAGI,"3,688","3,688","3,688",3,2,Qui,23-09-2024
TAMIL NADU,VILLUPURAM,RAGI,"3,679","3,679","3,679",4,2,Qui,23-09-2024
TELANGANA,KESAMUDRAM,TURMERIC FINGER,"8,689","12,012","12,012",5,2,Qui,23-09-2024
TELANGANA,KESAMUDRAM,PADDY 1001,"2,662","2,662","2,662",3,2,Qui,23-09-2024
TELANGANA,SURYAPETA,LOBIA,"5,088","5,088","7,394",10,2,Qui,23-09-2024
TELANGANA,TIRUMALGIRI,GROUND NUT,"4,009","4,009","4,009",3,2,Qui,23-09-2024
TELANGANA,WARANGAL,ARHAR WHOLE / TUR (RED GRAM),"3,524","8,059","8,059",2,2,Qui,23-09-2024
UTTAR PRADESH,AZAMGARH,RIDGE GOURD (TURAI),"1,400","1,450","1,450",2,2,Qui,23-09-2024
UTTAR PRADESH,HARDOI,CUCUMBER,"2,000","2,000","2,000",2,2,Qui,23-09-2024
UTTAR PRADESH,HARDOI,BITTER GOURD,"2,000","2,000","2,000",2,2,Qui,23-09-2024
UTTAR PRADESH,HATHRAS,PUMPKIN,850,850,850,2,2,Qui,23-09-2024
UTTAR PRADESH,PALIA KALAN,TOMATO,"4,000","4,000","4,000",2,2,Qui,23-09-2024
UTTAR PRADESH,PALIA KALAN,LEMON,"5,500","5,500","5,500",3,2,Qui,23-09-2024
UTTAR PRADESH,UJHANI,GREEN CHILLI,"5,000","5,000","5,000",2,2,Qui,23-09-2024
UTTARAKHAND,BHAGWANPUR,CUCUMBER,700,700,700,2,2,Qui,23-09-2024
UTTARAKHAND,BHAGWANPUR,PUMPKIN,600,600,600,2,2,Qui,23-09-2024
UTTARAKHAND,BHAGWANPUR,BRINJAL,600,600,600,2,2,Qui,23-09-2024
UTTARAKHAND,JASPUR,ARBI (COLACASIA),"1,900","1,900","1,900",2,2,Qui,23-09-2024
UTTARAKHAND,MANGLOUR,BOTTLE GOURD,"1,000","1,000","1,000",2,2,Qui,23-09-2024
UTTARAKHAND,RAMNAGAR,CAPSICUM,"5,000","5,000","5,000",2,2,Qui,23-09-2024
UTTARAKHAND,RISHIKESH,BHINDI (LADIES FINGER),"1,430","1,430","1,430",2,2,Qui,23-09-2024
UTTARAKHAND,SITARGANJ,PUMPKIN,"1,000","1,000","1,000",2,2,Qui,23-09-2024
WEST BENGAL,JIYAGANJ KRISHAK BAZAR,LADY FINGER,"1,500","1,500","1,500",2,2,Qui,23-09-2024
WEST BENGAL,JIYAGANJ KRISHAK BAZAR,CUCUMBER,"3,000","3,000","3,000",2,2,Qui,23-09-2024
CHHATTISGARH,RAJNANDGAON,LAKH/TEORA,"4,650","4,650","4,650",1,1,Qui,23-09-2024
CHHATTISGARH,RAJNANDGAON,MOONG WHOLE (GREEN GRAM),"7,261","7,261","7,261",1,1,Qui,23-09-2024
CHHATTISGARH,RAJNANDGAON,KODO MILLET,"2,800","2,800","2,800",24,1,Qui,23-09-2024
GUJARAT,DHROL,CORIANDAR,"4,800","4,800","4,800",1,1,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,PEAS GREEN,"9,000","9,000","9,000",1,1,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,CAPSICUM,"4,000","4,000","4,000",1,1,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,LEMON,"1,000","1,000","1,000",1,1,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,CORIANDAR,"15,000","15,000","15,000",1,1,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,CARROT,"4,000","4,000","4,000",1,1,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,FRENCH BEAN,"4,000","4,000","4,000",1,1,Qui,23-09-2024
HARYANA,CH DADRI,GUAVA,"6,000","6,000","6,000",0,1,Qui,23-09-2024
HARYANA,CH DADRI,PINE APPLE,"5,000","5,000","5,000",0,1,Qui,23-09-2024
HARYANA,CH DADRI,GARLIC,"20,000","20,000","20,000",0,1,Qui,23-09-2024
HARYANA,CH DADRI,CAPSICUM,"7,000","7,000","7,000",0,1,Qui,23-09-2024
HARYANA,CH DADRI,CARROT,"3,000","3,000","3,000",0,1,Qui,23-09-2024
HARYANA,CH DADRI,GREEN CHILLI,"3,500","3,500","3,500",0,1,Qui,23-09-2024
HARYANA,DABWALI,BITTER GOURD,"4,000","4,000","4,000",1,1,Qui,23-09-2024
HARYANA,DABWALI,CARROT,"2,500","2,500","2,500",1,1,Qui,23-09-2024
HARYANA,DABWALI,GRAPES,"13,621","13,621","13,621",1,1,Qui,23-09-2024
HARYANA,DABWALI,PINE APPLE,"4,200","4,200","4,200",1,1,Qui,23-09-2024
HARYANA,DABWALI,CABBAGE,"2,600","2,600","2,600",1,1,Qui,23-09-2024
HARYANA,DABWALI,ARBI (COLACASIA),"3,500","3,500","3,500",1,1,Qui,23-09-2024
HARYANA,DABWALI,GREEN CHILLI,"2,000","2,000","5,000",1,1,Qui,23-09-2024
HARYANA,DABWALI,RADDISH,"2,000","2,000","2,000",1,1,Qui,23-09-2024
HARYANA,DABWALI,SQUASH,"1,600","1,600","1,600",1,1,Qui,23-09-2024
HARYANA,DABWALI,ORANGE,"10,600","10,600","10,600",1,1,Qui,23-09-2024
HARYANA,DABWALI,GARLIC,"12,000","12,000","12,000",1,1,Qui,23-09-2024
HARYANA,ELLANABAD,GINGER,"4,000","5,000","6,000",1,1,Qui,23-09-2024
HARYANA,ELLANABAD,BITTER GOURD,"2,000","2,000","3,000",0,1,Qui,23-09-2024
HARYANA,ELLANABAD,BEANS -CLUSTER,"3,500","3,600","3,600",1,1,Qui,23-09-2024
HARYANA,ELLANABAD,LEMON,"7,000","9,000","9,000",1,1,Qui,23-09-2024
HARYANA,ELLANABAD,GRAPES,"12,000","12,000","12,000",0,1,Qui,23-09-2024
HARYANA,ELLANABAD,GARLIC,"20,000","20,000","22,000",1,1,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,CHILLIES,"5,000","5,000","5,000",1,1,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,LEMON,"8,000","8,000","8,000",1,1,Qui,23-09-2024
HARYANA,GOHANA,GINGER,"14,000","14,000","14,000",1,1,Qui,23-09-2024
HARYANA,GOHANA,LEMON,"10,000","10,000","10,000",2,1,Qui,23-09-2024
HARYANA,GOHANA,MANGO,"8,000","8,000","8,000",10,1,Qui,23-09-2024
HARYANA,GOHANA,GARLIC,"18,000","18,000","18,000",1,1,Qui,23-09-2024
HARYANA,GOHANA,GUAVA,"5,000","5,000","5,000",1,1,Qui,23-09-2024
HARYANA,GOHANA,PINE APPLE,"3,000","3,000","3,000",0,1,Qui,23-09-2024
HARYANA,HANSI,BROAD BEANS,"6,000","6,000","6,000",0,1,Qui,23-09-2024
HARYANA,HANSI,WATER MELON,"2,000","2,000","2,000",0,1,Qui,23-09-2024
HARYANA,HANSI,TINDA,"3,000","3,000","3,000",0,1,Qui,23-09-2024
HARYANA,KHARKHODA,RADDISH,"1,500","1,500","1,500",0,1,Qui,23-09-2024
HARYANA,KHARKHODA,CHIKOOS,"5,000","5,000","5,000",1,1,Qui,23-09-2024
HARYANA,KHARKHODA,PEAR,"5,000","5,000","5,000",0,1,Qui,23-09-2024
HARYANA,KHARKHODA,PEAS GREEN,"6,000","6,000","6,000",0,1,Qui,23-09-2024
HARYANA,KHARKHODA,LEMON,"5,000","5,000","5,000",1,1,Qui,23-09-2024
HARYANA,MEHAM APMC,MOUSAMBI,"3,000","3,000","3,000",1,1,Qui,23-09-2024
HARYANA,NARAINGARH APMC,PEAR,"4,000","4,000","4,000",1,1,Qui,23-09-2024
HARYANA,NARAINGARH APMC,CORIANDAR,"5,000","5,000","5,000",1,1,Qui,23-09-2024
HARYANA,NARAINGARH APMC,FRENCH BEAN,"2,500","2,500","2,500",1,1,Qui,23-09-2024
HARYANA,NARAINGARH APMC,GARLIC,"18,000","18,000","18,000",1,1,Qui,23-09-2024
HARYANA,NARWANA,RADDISH,"3,000","3,000","3,000",1,1,Qui,23-09-2024
HARYANA,NARWANA,CHIKOOS,"8,000","8,000","8,000",0,1,Qui,23-09-2024
